ensembl_id_mouse	gene_symbol	HGNC_symbol	ensembl_id_human	description
ENSMUSG00000112864	Gm18596	KRTAP10-4	ENSG00000215454	predicted gene, 18596 [Source:MGI Symbol;Acc:MGI:5010781]
ENSMUSG00000112864	Gm18596	KRTAP10-6	ENSG00000188155	predicted gene, 18596 [Source:MGI Symbol;Acc:MGI:5010781]
ENSMUSG00000112864	Gm18596	KRTAP10-9	ENSG00000221837	predicted gene, 18596 [Source:MGI Symbol;Acc:MGI:5010781]
ENSMUSG00000112864	Gm18596	KRTAP10-11	ENSG00000243489	predicted gene, 18596 [Source:MGI Symbol;Acc:MGI:5010781]
ENSMUSG00000037703	Lzts3	LZTS3	ENSG00000088899	leucine zipper, putative tumor suppressor family member 3 [Source:MGI Symbol;Acc:MGI:2656976]
ENSMUSG00000022913	Psmg1	PSMG1	ENSG00000183527	proteasome (prosome, macropain) assembly chaperone 1 [Source:MGI Symbol;Acc:MGI:1860263]
ENSMUSG00000022750	Klhl22	KLHL22	ENSG00000099910	kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995]
ENSMUSG00000027322	Siglec1	SIGLEC1	ENSG00000088827	sialic acid binding Ig-like lectin 1, sialoadhesin [Source:MGI Symbol;Acc:MGI:99668]
ENSMUSG00000041805	Pramel1	PRAME	ENSG00000185686	preferentially expressed antigen in melanoma-like 1 [Source:MGI Symbol;Acc:MGI:1890541]
ENSMUSG00000022863	Btg3	BTG3	ENSG00000154640	BTG anti-proliferation factor 3 [Source:MGI Symbol;Acc:MGI:109532]
ENSMUSG00000095593	Gm7138	KRTAP10-4	ENSG00000215454	predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678]
ENSMUSG00000095593	Gm7138	KRTAP10-6	ENSG00000188155	predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678]
ENSMUSG00000095593	Gm7138	KRTAP10-9	ENSG00000221837	predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678]
ENSMUSG00000095593	Gm7138	KRTAP10-11	ENSG00000243489	predicted gene 7138 [Source:MGI Symbol;Acc:MGI:3779678]
ENSMUSG00000029635	Cdk8	CDK8	ENSG00000132964	cyclin-dependent kinase 8 [Source:MGI Symbol;Acc:MGI:1196224]
ENSMUSG00000024556	Me2	ME2	ENSG00000082212	malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]
ENSMUSG00000072214	Septin5	SEPTIN5	ENSG00000184702	septin 5 [Source:MGI Symbol;Acc:MGI:1195461]
ENSMUSG00000042997	Nhlrc3	NHLRC3	ENSG00000188811	NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]
ENSMUSG00000009293	Ube2g2	UBE2G2	ENSG00000184787	ubiquitin-conjugating enzyme E2G 2 [Source:MGI Symbol;Acc:MGI:1343188]
ENSMUSG00000009079	Ewsr1	EWSR1	ENSG00000182944	Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]
ENSMUSG00000001155	Ftcd	FTCD	ENSG00000160282	formiminotransferase cyclodeaminase [Source:MGI Symbol;Acc:MGI:1339962]
ENSMUSG00000091650	Apol11a	APOL3	ENSG00000128284	apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]
ENSMUSG00000091650	Apol11a	APOL4	ENSG00000100336	apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]
ENSMUSG00000091650	Apol11a	APOL2	ENSG00000128335	apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]
ENSMUSG00000091650	Apol11a	APOL1	ENSG00000100342	apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]
ENSMUSG00000005836	Gata6	GATA6	ENSG00000141448	GATA binding protein 6 [Source:MGI Symbol;Acc:MGI:107516]
ENSMUSG00000027643	Ghrh	GHRH	ENSG00000118702	growth hormone releasing hormone [Source:MGI Symbol;Acc:MGI:95709]
ENSMUSG00000042156	Dzip1	DZIP1	ENSG00000134874	DAZ interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914311]
ENSMUSG00000053846	Lipg	LIPG	ENSG00000101670	lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]
ENSMUSG00000071195	Gm10318	KRTAP10-4	ENSG00000215454	predicted gene 10318 [Source:MGI Symbol;Acc:MGI:3704118]
ENSMUSG00000071195	Gm10318	KRTAP10-6	ENSG00000188155	predicted gene 10318 [Source:MGI Symbol;Acc:MGI:3704118]
ENSMUSG00000071195	Gm10318	KRTAP10-9	ENSG00000221837	predicted gene 10318 [Source:MGI Symbol;Acc:MGI:3704118]
ENSMUSG00000071195	Gm10318	KRTAP10-11	ENSG00000243489	predicted gene 10318 [Source:MGI Symbol;Acc:MGI:3704118]
ENSMUSG00000029352	Crybb3	CRYBB3	ENSG00000100053	crystallin, beta B3 [Source:MGI Symbol;Acc:MGI:102717]
ENSMUSG00000090000	Ier3ip1	IER3IP1	ENSG00000134049	immediate early response 3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913441]
ENSMUSG00000033006	Sox10	SOX10	ENSG00000100146	SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]
ENSMUSG00000050761	Gp1bb	GP1BB	ENSG00000203618	glycoprotein Ib, beta polypeptide [Source:MGI Symbol;Acc:MGI:107852]
ENSMUSG00000022938	Fam3b	FAM3B	ENSG00000183844	family with sequence similarity 3, member B [Source:MGI Symbol;Acc:MGI:1270150]
ENSMUSG00000042345	Ubash3a	UBASH3A	ENSG00000160185	ubiquitin associated and SH3 domain containing, A [Source:MGI Symbol;Acc:MGI:1926074]
ENSMUSG00000049764	Zfp280b	ZNF280B	ENSG00000275004	zinc finger protein 280B [Source:MGI Symbol;Acc:MGI:1927865]
ENSMUSG00000073721	Pramef20	PRAME	ENSG00000185686	PRAME family member 20 [Source:MGI Symbol;Acc:MGI:3712553]
ENSMUSG00000072294	Klf12	KLF12	ENSG00000118922	Kruppel-like factor 12 [Source:MGI Symbol;Acc:MGI:1333796]
ENSMUSG00000022000	Zc3h13	ZC3H13	ENSG00000123200	zinc finger CCCH type containing 13 [Source:MGI Symbol;Acc:MGI:1914552]
ENSMUSG00000041264	Uspl1	USPL1	ENSG00000132952	ubiquitin specific peptidase like 1 [Source:MGI Symbol;Acc:MGI:2442342]
ENSMUSG00000022019	Tdrd3	TDRD3	ENSG00000083544	tudor domain containing 3 [Source:MGI Symbol;Acc:MGI:2444023]
ENSMUSG00000024273	2700062C07Rik	C18orf21	ENSG00000141428	RIKEN cDNA 2700062C07 gene [Source:MGI Symbol;Acc:MGI:1915296]
ENSMUSG00000024099	Ndufv2	NDUFV2	ENSG00000178127	NADH:ubiquinone oxidoreductase core subunit V2 [Source:MGI Symbol;Acc:MGI:1920150]
ENSMUSG00000052928	Ctif	CTIF	ENSG00000134030	CBP80/20-dependent translation initiation factor [Source:MGI Symbol;Acc:MGI:2685518]
ENSMUSG00000079614	Seh1l	SEH1L	ENSG00000085415	SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374]
ENSMUSG00000038241	Cep250	CEP250	ENSG00000126001	centrosomal protein 250 [Source:MGI Symbol;Acc:MGI:108084]
ENSMUSG00000071176	Arhgef10	ARHGEF10	ENSG00000104728	Rho guanine nucleotide exchange factor (GEF) 10 [Source:MGI Symbol;Acc:MGI:2444453]
ENSMUSG00000039929	Urb1	URB1	ENSG00000142207	URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146468]
ENSMUSG00000091212	Krtap11-1	KRTAP11-1	ENSG00000182591	keratin associated protein 11-1 [Source:MGI Symbol;Acc:MGI:99447]
ENSMUSG00000068115	Ninl	NINL	ENSG00000101004	ninein-like [Source:MGI Symbol;Acc:MGI:1925427]
ENSMUSG00000087035	Tmem74bos	C20orf202	ENSG00000215595	transmembrane 74B, opposite strand [Source:MGI Symbol;Acc:MGI:3039588]
ENSMUSG00000027454	Gins1	GINS1	ENSG00000101003	GINS complex subunit 1 (Psf1 homolog) [Source:MGI Symbol;Acc:MGI:1916520]
ENSMUSG00000049411	Tmem241	TMEM241	ENSG00000134490	transmembrane protein 241 [Source:MGI Symbol;Acc:MGI:2442435]
ENSMUSG00000046168	Kcnrg	KCNRG	ENSG00000198553	potassium channel regulator [Source:MGI Symbol;Acc:MGI:2685591]
ENSMUSG00000068227	Il2rb	IL2RB	ENSG00000100385	interleukin 2 receptor, beta chain [Source:MGI Symbol;Acc:MGI:96550]
ENSMUSG00000003581	Rnf215	RNF215	ENSG00000099999	ring finger protein 215 [Source:MGI Symbol;Acc:MGI:1918923]
ENSMUSG00000047879	Usp14	USP14	ENSG00000101557	ubiquitin specific peptidase 14 [Source:MGI Symbol;Acc:MGI:1928898]
ENSMUSG00000079157	Fam155a	FAM155A	ENSG00000204442	family with sequence similarity 155, member A [Source:MGI Symbol;Acc:MGI:2142765]
ENSMUSG00000094120	Gm3233	KRTAP10-4	ENSG00000215454	predicted gene 3233 [Source:MGI Symbol;Acc:MGI:3781411]
ENSMUSG00000094120	Gm3233	KRTAP10-6	ENSG00000188155	predicted gene 3233 [Source:MGI Symbol;Acc:MGI:3781411]
ENSMUSG00000094120	Gm3233	KRTAP10-9	ENSG00000221837	predicted gene 3233 [Source:MGI Symbol;Acc:MGI:3781411]
ENSMUSG00000094120	Gm3233	KRTAP10-11	ENSG00000243489	predicted gene 3233 [Source:MGI Symbol;Acc:MGI:3781411]
ENSMUSG00000043811	Rtn4r	RTN4R	ENSG00000040608	reticulon 4 receptor [Source:MGI Symbol;Acc:MGI:2136886]
ENSMUSG00000001768	Rin2	RIN2	ENSG00000132669	Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]
ENSMUSG00000026049	Tex30	TEX30	ENSG00000151287	testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]
ENSMUSG00000004446	Bid	BID	ENSG00000015475	BH3 interacting domain death agonist [Source:MGI Symbol;Acc:MGI:108093]
ENSMUSG00000074678	Defb25	DEFB124	ENSG00000180383	defensin beta 25 [Source:MGI Symbol;Acc:MGI:3651158]
ENSMUSG00000093701	Gm21970	IL10RB	ENSG00000243646	predicted gene 21970 [Source:MGI Symbol;Acc:MGI:5439439]
ENSMUSG00000033220	Rac2	RAC2	ENSG00000128340	Rac family small GTPase 2 [Source:MGI Symbol;Acc:MGI:97846]
ENSMUSG00000022898	Vps26c	VPS26C	ENSG00000157538	VPS26 endosomal protein sorting factor C [Source:MGI Symbol;Acc:MGI:1206040]
ENSMUSG00000033126	Ybey	YBEY	ENSG00000182362	ybeY metallopeptidase [Source:MGI Symbol;Acc:MGI:2656825]
ENSMUSG00000064128	Cenpj	CENPJ	ENSG00000151849	centromere protein J [Source:MGI Symbol;Acc:MGI:2684927]
ENSMUSG00000022120	Rnf219	OBI1	ENSG00000152193	ring finger protein 219 [Source:MGI Symbol;Acc:MGI:1919736]
ENSMUSG00000050505	Pcdh20	PCDH20	ENSG00000280165	protocadherin 20 [Source:MGI Symbol;Acc:MGI:2443376]
ENSMUSG00000061689	Dlgap4	DLGAP4	ENSG00000080845	DLG associated protein 4 [Source:MGI Symbol;Acc:MGI:2138865]
ENSMUSG00000027475	Kif3b	KIF3B	ENSG00000101350	kinesin family member 3B [Source:MGI Symbol;Acc:MGI:107688]
ENSMUSG00000024032	Tff1	TFF1	ENSG00000160182	trefoil factor 1 [Source:MGI Symbol;Acc:MGI:88135]
ENSMUSG00000056228	Cars2	CARS2	ENSG00000134905	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative) [Source:MGI Symbol;Acc:MGI:1919191]
ENSMUSG00000034354	Mtmr3	MTMR3	ENSG00000100330	myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]
ENSMUSG00000053465	Hs6st3	HS6ST3	ENSG00000185352	heparan sulfate 6-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1354960]
ENSMUSG00000094818	Defa32	DEFA6	ENSG00000164822	defensin, alpha, 32 [Source:MGI Symbol;Acc:MGI:3709042]
ENSMUSG00000094818	Defa32	DEFA4	ENSG00000164821	defensin, alpha, 32 [Source:MGI Symbol;Acc:MGI:3709042]
ENSMUSG00000027416	Otor	OTOR	ENSG00000125879	otoraplin [Source:MGI Symbol;Acc:MGI:1888678]
ENSMUSG00000055150	Zfp78	ZNF337	ENSG00000130684	zinc finger protein 78 [Source:MGI Symbol;Acc:MGI:107783]
ENSMUSG00000027628	Aar2	AAR2	ENSG00000131043	AAR2 splicing factor homolog [Source:MGI Symbol;Acc:MGI:1915545]
ENSMUSG00000021990	Spata13	SPATA13	ENSG00000182957	spermatogenesis associated 13 [Source:MGI Symbol;Acc:MGI:104838]
ENSMUSG00000053414	Hunk	HUNK	ENSG00000142149	hormonally upregulated Neu-associated kinase [Source:MGI Symbol;Acc:MGI:1347352]
ENSMUSG00000021959	Lats2	LATS2	ENSG00000150457	large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]
ENSMUSG00000025544	Tm9sf2	TM9SF2	ENSG00000125304	transmembrane 9 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1915309]
ENSMUSG00000072720	Myo18b	MYO18B	ENSG00000133454	myosin XVIIIb [Source:MGI Symbol;Acc:MGI:1921626]
ENSMUSG00000074646	6430550D23Rik	C20orf173	ENSG00000125975	RIKEN cDNA 6430550D23 gene [Source:MGI Symbol;Acc:MGI:2443361]
ENSMUSG00000000903	Vpreb3	VPREB3	ENSG00000128218	pre-B lymphocyte gene 3 [Source:MGI Symbol;Acc:MGI:98938]
ENSMUSG00000051427	Ccdc157	CCDC157	ENSG00000187860	coiled-coil domain containing 157 [Source:MGI Symbol;Acc:MGI:3041210]
ENSMUSG00000051469	Zfp24	ZNF24	ENSG00000172466	zinc finger protein 24 [Source:MGI Symbol;Acc:MGI:1929704]
ENSMUSG00000022974	Paxbp1	PAXBP1	ENSG00000159086	PAX3 and PAX7 binding protein 1 [Source:MGI Symbol;Acc:MGI:1914617]
ENSMUSG00000027404	Snrpb	SNRPB	ENSG00000125835	small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:98342]
ENSMUSG00000027433	Xrn2	XRN2	ENSG00000088930	5'-3' exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:894687]
ENSMUSG00000074444	Defa30	DEFA6	ENSG00000164822	defensin, alpha, 30 [Source:MGI Symbol;Acc:MGI:3808881]
ENSMUSG00000074444	Defa30	DEFA4	ENSG00000164821	defensin, alpha, 30 [Source:MGI Symbol;Acc:MGI:3808881]
ENSMUSG00000046807	Lrrc75b	LRRC75B	ENSG00000178026	leucine rich repeat containing 75B [Source:MGI Symbol;Acc:MGI:2143657]
ENSMUSG00000024270	Slc39a6	SLC39A6	ENSG00000141424	solute carrier family 39 (metal ion transporter), member 6 [Source:MGI Symbol;Acc:MGI:2147279]
ENSMUSG00000034295	Fhod3	FHOD3	ENSG00000134775	formin homology 2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1925847]
ENSMUSG00000024053	Emilin2	EMILIN2	ENSG00000132205	elastin microfibril interfacer 2 [Source:MGI Symbol;Acc:MGI:2389136]
ENSMUSG00000027431	Scp2d1	SCP2D1	ENSG00000132631	SCP2 sterol-binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1913578]
ENSMUSG00000012017	Scarf2	SCARF2	ENSG00000244486	scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]
ENSMUSG00000056632	Dsg3	DSG3	ENSG00000134757	desmoglein 3 [Source:MGI Symbol;Acc:MGI:99499]
ENSMUSG00000000901	Mmp11	MMP11	ENSG00000099953	matrix metallopeptidase 11 [Source:MGI Symbol;Acc:MGI:97008]
ENSMUSG00000024539	Ptpn2	PTPN2	ENSG00000175354	protein tyrosine phosphatase, non-receptor type 2 [Source:MGI Symbol;Acc:MGI:97806]
ENSMUSG00000027612	Mmp24	MMP24	ENSG00000125966	matrix metallopeptidase 24 [Source:MGI Symbol;Acc:MGI:1341867]
ENSMUSG00000022967	Ifnar1	IFNAR1	ENSG00000142166	interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658]
ENSMUSG00000041765	Ubac2	UBAC2	ENSG00000134882	ubiquitin associated domain containing 2 [Source:MGI Symbol;Acc:MGI:1916139]
ENSMUSG00000057346	Apol9a	APOL3	ENSG00000128284	apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]
ENSMUSG00000057346	Apol9a	APOL4	ENSG00000100336	apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]
ENSMUSG00000057346	Apol9a	APOL2	ENSG00000128335	apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]
ENSMUSG00000057346	Apol9a	APOL1	ENSG00000100342	apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001]
ENSMUSG00000033039	Micall1	MICALL1	ENSG00000100139	microtubule associated monooxygenase, calponin and LIM domain containing -like 1 [Source:MGI Symbol;Acc:MGI:105870]
ENSMUSG00000051339	2900026A02Rik	KIAA1671	ENSG00000197077	RIKEN cDNA 2900026A02 gene [Source:MGI Symbol;Acc:MGI:1920194]
ENSMUSG00000074764	Sel1l2	SEL1L2	ENSG00000101251	sel-1 suppressor of lin-12-like 2 (C. elegans) [Source:MGI Symbol;Acc:MGI:2684964]
ENSMUSG00000022972	Cfap298	CFAP298	ENSG00000159079	cilia and flagella associate protien 298 [Source:MGI Symbol;Acc:MGI:1915251]
ENSMUSG00000022003	Slc25a30	SLC25A30	ENSG00000174032	solute carrier family 25, member 30 [Source:MGI Symbol;Acc:MGI:1914804]
ENSMUSG00000006345	Ggt1	GGTLC3	ENSG00000274252	gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]
ENSMUSG00000006345	Ggt1	GGT2	ENSG00000133475	gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]
ENSMUSG00000006345	Ggt1	GGTLC2	ENSG00000100121	gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]
ENSMUSG00000006345	Ggt1	GGT1	ENSG00000100031	gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]
ENSMUSG00000006345	Ggt1	GGTLC1	ENSG00000149435	gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]
ENSMUSG00000074442	Defa31	DEFA6	ENSG00000164822	defensin, alpha, 31 [Source:MGI Symbol;Acc:MGI:102509]
ENSMUSG00000074442	Defa31	DEFA4	ENSG00000164821	defensin, alpha, 31 [Source:MGI Symbol;Acc:MGI:102509]
ENSMUSG00000042564	Fam227a	FAM227A	ENSG00000184949	family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]
ENSMUSG00000049721	Gal3st1	GAL3ST1	ENSG00000128242	galactose-3-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1858277]
ENSMUSG00000041961	Znrf3	ZNRF3	ENSG00000183579	zinc and ring finger 3 [Source:MGI Symbol;Acc:MGI:3039616]
ENSMUSG00000027452	Acss1	ACSS1	ENSG00000154930	acyl-CoA synthetase short-chain family member 1 [Source:MGI Symbol;Acc:MGI:1915988]
ENSMUSG00000025427	Rnf165	RNF165	ENSG00000141622	ring finger protein 165 [Source:MGI Symbol;Acc:MGI:2444521]
ENSMUSG00000045275	Lca5l	LCA5L	ENSG00000157578	Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157]
ENSMUSG00000042548	Asxl1	ASXL1	ENSG00000171456	additional sex combs like 1 [Source:MGI Symbol;Acc:MGI:2684063]
ENSMUSG00000079114	Defa42	DEFA6	ENSG00000164822	defensin, alpha, 42 [Source:MGI Symbol;Acc:MGI:3645033]
ENSMUSG00000079114	Defa42	DEFA4	ENSG00000164821	defensin, alpha, 42 [Source:MGI Symbol;Acc:MGI:3645033]
ENSMUSG00000001666	Ddt	DDTL	ENSG00000099974	D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]
ENSMUSG00000001666	Ddt	DDT	ENSG00000099977	D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]
ENSMUSG00000033170	Card10	CARD10	ENSG00000100065	caspase recruitment domain family, member 10 [Source:MGI Symbol;Acc:MGI:2146012]
ENSMUSG00000024269	Tpgs2	TPGS2	ENSG00000134779	tubulin polyglutamylase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913898]
ENSMUSG00000022860	Chodl	CHODL	ENSG00000154645	chondrolectin [Source:MGI Symbol;Acc:MGI:2179069]
ENSMUSG00000074647	Fam83c	FAM83C	ENSG00000125998	family with sequence similarity 83, member C [Source:MGI Symbol;Acc:MGI:1918655]
ENSMUSG00000024034	Tmprss3	TMPRSS3	ENSG00000160183	transmembrane protease, serine 3 [Source:MGI Symbol;Acc:MGI:2155445]
ENSMUSG00000043157	Arl11	ARL11	ENSG00000152213	ADP-ribosylation factor-like 11 [Source:MGI Symbol;Acc:MGI:2444054]
ENSMUSG00000027639	Samhd1	SAMHD1	ENSG00000101347	SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]
ENSMUSG00000071226	Cecr2	CECR2	ENSG00000099954	CECR2, histone acetyl-lysine reader [Source:MGI Symbol;Acc:MGI:1923799]
ENSMUSG00000022429	Dmc1	DMC1	ENSG00000100206	DNA meiotic recombinase 1 [Source:MGI Symbol;Acc:MGI:105393]
ENSMUSG00000047466	8030462N17Rik	C18orf25	ENSG00000152242	RIKEN cDNA 8030462N17 gene [Source:MGI Symbol;Acc:MGI:2444951]
ENSMUSG00000024271	Elp2	ELP2	ENSG00000134759	elongator acetyltransferase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1889642]
ENSMUSG00000027430	Dtd1	DTD1	ENSG00000125821	D-tyrosyl-tRNA deacylase 1 [Source:MGI Symbol;Acc:MGI:1913294]
ENSMUSG00000024313	Mep1b	MEP1B	ENSG00000141434	meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964]
ENSMUSG00000031452	1700029H14Rik	C13orf46	ENSG00000283199	RIKEN cDNA 1700029H14 gene [Source:MGI Symbol;Acc:MGI:1913751]
ENSMUSG00000060070	Defa26	DEFA6	ENSG00000164822	defensin, alpha, 26 [Source:MGI Symbol;Acc:MGI:3630390]
ENSMUSG00000060070	Defa26	DEFA4	ENSG00000164821	defensin, alpha, 26 [Source:MGI Symbol;Acc:MGI:3630390]
ENSMUSG00000044933	Sstr3	SSTR3	ENSG00000278195	somatostatin receptor 3 [Source:MGI Symbol;Acc:MGI:98329]
ENSMUSG00000074437	Defa29	DEFA6	ENSG00000164822	defensin, alpha, 29 [Source:MGI Symbol;Acc:MGI:94881]
ENSMUSG00000074437	Defa29	DEFA4	ENSG00000164821	defensin, alpha, 29 [Source:MGI Symbol;Acc:MGI:94881]
ENSMUSG00000031449	Atp4b	ATP4B	ENSG00000186009	ATPase, H+/K+ exchanging, beta polypeptide [Source:MGI Symbol;Acc:MGI:88114]
ENSMUSG00000001687	Ubl3	UBL3	ENSG00000122042	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]
ENSMUSG00000021993	Mipep	MIPEP	ENSG00000027001	mitochondrial intermediate peptidase [Source:MGI Symbol;Acc:MGI:1917728]
ENSMUSG00000026181	Ppm1f	PPM1F	ENSG00000100034	protein phosphatase 1F (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:1918464]
ENSMUSG00000060548	Tnfrsf19	TNFRSF19	ENSG00000127863	tumor necrosis factor receptor superfamily, member 19 [Source:MGI Symbol;Acc:MGI:1352474]
ENSMUSG00000038425	Poli	POLI	ENSG00000101751	polymerase (DNA directed), iota [Source:MGI Symbol;Acc:MGI:1347081]
ENSMUSG00000010435	Spaca7	SPACA7	ENSG00000153498	sperm acrosome associated 7 [Source:MGI Symbol;Acc:MGI:1925884]
ENSMUSG00000027641	Rbl1	RBL1	ENSG00000080839	RB transcriptional corepressor like 1 [Source:MGI Symbol;Acc:MGI:103300]
ENSMUSG00000050439	Enthd1	ENTHD1	ENSG00000176177	ENTH domain containing 1 [Source:MGI Symbol;Acc:MGI:2686088]
ENSMUSG00000022123	Scel	SCEL	ENSG00000136155	sciellin [Source:MGI Symbol;Acc:MGI:1891228]
ENSMUSG00000095970	Gm19402	KRTAP10-4	ENSG00000215454	predicted gene, 19402 [Source:MGI Symbol;Acc:MGI:5011587]
ENSMUSG00000095970	Gm19402	KRTAP10-6	ENSG00000188155	predicted gene, 19402 [Source:MGI Symbol;Acc:MGI:5011587]
ENSMUSG00000095970	Gm19402	KRTAP10-9	ENSG00000221837	predicted gene, 19402 [Source:MGI Symbol;Acc:MGI:5011587]
ENSMUSG00000095970	Gm19402	KRTAP10-11	ENSG00000243489	predicted gene, 19402 [Source:MGI Symbol;Acc:MGI:5011587]
ENSMUSG00000020393	Kremen1	KREMEN1	ENSG00000183762	kringle containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1933988]
ENSMUSG00000027318	Adam33	ADAM33	ENSG00000149451	a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813]
ENSMUSG00000044322	Dsc1	DSC1	ENSG00000134765	desmocollin 1 [Source:MGI Symbol;Acc:MGI:109173]
ENSMUSG00000005251	Ripk4	RIPK4	ENSG00000183421	receptor-interacting serine-threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1919638]
ENSMUSG00000009291	Pttg1ip	PTTG1IP	ENSG00000183255	pituitary tumor-transforming 1 interacting protein [Source:MGI Symbol;Acc:MGI:2652132]
ENSMUSG00000031497	Tnfsf13b	TNFSF13B	ENSG00000102524	tumor necrosis factor (ligand) superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1344376]
ENSMUSG00000001300	Efnb2	EFNB2	ENSG00000125266	ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]
ENSMUSG00000058793	Cds2	CDS2	ENSG00000101290	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]
ENSMUSG00000094662	Defa36	DEFA6	ENSG00000164822	defensin, alpha, 36 [Source:MGI Symbol;Acc:MGI:5434853]
ENSMUSG00000094662	Defa36	DEFA4	ENSG00000164821	defensin, alpha, 36 [Source:MGI Symbol;Acc:MGI:5434853]
ENSMUSG00000094662	Defa36	DEFA1	ENSG00000206047	defensin, alpha, 36 [Source:MGI Symbol;Acc:MGI:5434853]
ENSMUSG00000067818	Myl9	MYL9	ENSG00000101335	myosin, light polypeptide 9, regulatory [Source:MGI Symbol;Acc:MGI:2138915]
ENSMUSG00000075567	Krtap1-4	KRTAP10-4	ENSG00000215454	keratin associated protein 1-4 [Source:MGI Symbol;Acc:MGI:3651229]
ENSMUSG00000075567	Krtap1-4	KRTAP10-11	ENSG00000243489	keratin associated protein 1-4 [Source:MGI Symbol;Acc:MGI:3651229]
ENSMUSG00000040785	Ttc3	TTC3	ENSG00000182670	tetratricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1276539]
ENSMUSG00000033628	Pik3c3	PIK3C3	ENSG00000078142	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:MGI Symbol;Acc:MGI:2445019]
ENSMUSG00000075704	Txnrd2	TXNRD2	ENSG00000184470	thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023]
ENSMUSG00000097333	Zfp87	ZNF519	ENSG00000175322	zinc finger protein 87 [Source:MGI Symbol;Acc:MGI:107768]
ENSMUSG00000009075	Cabp7	CABP7	ENSG00000100314	calcium binding protein 7 [Source:MGI Symbol;Acc:MGI:2183437]
